Datum;Wohnviertel;Wohnviertel-ID;Bezirk;Bezirks-ID;Gemeinde;Anzahl;Jahr;Monat;Geo Shape;Geo Point
2024-01-31;Bachletten;08;Paulus;081;Basel;2239;2024;1;"{""coordinates"": [[[7.576319722638299, 47.54391568202156], [7.576013021884447, 47.543936234803894], [7.575702363288751, 47.543957052245354], [7.575561680223925, 47.54398120392636], [7.575429879432172, 47.54400386104361], [7.575423258297031, 47.544250576957964], [7.575409054036037, 47.544612098227695], [7.57545067268209, 47.54509594116757], [7.575456005723772, 47.545160761992236], [7.57546745212104, 47.54529944145738], [7.575475995518403, 47.545393749073], [7.57548898218201, 47.54554253571127], [7.575497042970807, 47.54563509009915], [7.575523311516558, 47.54593889566952], [7.575540507051219, 47.54618535861559], [7.575546905808666, 47.546277213416765], [7.57554883744306, 47.546289748456736], [7.57555096828303, 47.54630226527518], [7.575553298351755, 47.54631477286578], [7.575555840886697, 47.54632725322552], [7.575558582650669, 47.546339724357466], [7.575561523597743, 47.54635216827409], [7.575564677011454, 47.54636458495982], [7.575568016348185, 47.546376983439586], [7.575571568151818, 47.54638935468831], [7.57557531913911, 47.546401698721716], [7.575579269310178, 47.546414015539746], [7.575583418665158, 47.5464263051424], [7.575587767181139, 47.54643855853583], [7.57559231485826, 47.546450775720075], [7.575597048436255, 47.546462965704436], [7.575601994459064, 47.54647511946394], [7.575607139620339, 47.54648722802051], [7.575612470659831, 47.546499300383346], [7.575618000861073, 47.546511336536945], [7.575623730201151, 47.5465233274874], [7.575629645419796, 47.54653528224408], [7.575635759754461, 47.54654718280393], [7.575642073228318, 47.546559038160574], [7.57564857255802, 47.54657084832966], [7.575655257743688, 47.54658261331114], [7.575662142045825, 47.546594324095594], [7.575669212181085, 47.54660598069857], [7.575676468149564, 47.54661758312019], [7.575683923234828, 47.546629131344645], [7.575691550870055, 47.54664062540321], [7.575699377622265, 47.54665206526461], [7.575707376901565, 47.54666344196624], [7.576069323660788, 47.54714298606831], [7.576128697393369, 47.54721368798647], [7.576224713634267, 47.547328002360096], [7.576460459588438, 47.547626991347556], [7.576292441274813, 47.5480169074249], [7.575890304203303, 47.54895002513958], [7.575887821606183, 47.54895579305937], [7.57586874011263, 47.54900019970332], [7.575710078685217, 47.54936948104303], [7.575688184155966, 47.5494204384103], [7.575287621835213, 47.55034909078868], [7.57526856537867, 47.55039329042491], [7.575120655374346, 47.55073627842837], [7.574980086256107, 47.55106223244919], [7.574912521583416, 47.55121889259079], [7.575159133787325, 47.55132131276097], [7.575275960733112, 47.55142062880527], [7.575402067749375, 47.55152783035632], [7.575478754665806, 47.55159300802285], [7.576302354960653, 47.552294108516264], [7.576721860885212, 47.552662248143655], [7.576826638043934, 47.55276432893649], [7.577026589985155, 47.55293830063319], [7.577256389497206, 47.55314603498463], [7.577260297565808, 47.55314177629843], [7.577287701000314, 47.553114708527204], [7.577315224135952, 47.55308770356299], [7.577342866949295, 47.553060752412065], [7.577370629440259, 47.55303385507431], [7.577398511608729, 47.553007011549674], [7.577426513477974, 47.55298023083176], [7.577454635047911, 47.552953512920524], [7.577482876271727, 47.552926839828395], [7.577511237219427, 47.552900238536424], [7.577539717820815, 47.55287368206343], [7.577568318122545, 47.55284718839673], [7.577597038124541, 47.55282075753626], [7.577625864518335, 47.55279438050404], [7.57765482389724, 47.55276806626206], [7.577683889691177, 47.55274181484186], [7.577713075161674, 47.55271561723376], [7.577742380332061, 47.552689482431504], [7.577771791893866, 47.55266340145705], [7.577801336463798, 47.552637392266035], [7.577830987425018, 47.55261143690273], [7.577860758062403, 47.5525855353511], [7.5778906351378, 47.5525597056144], [7.577920631889227, 47.552533929689275], [7.577950748363501, 47.55250822556297], [7.577980971228732, 47.55248257526391], [7.578011313793238, 47.55245698776989], [7.578041776056962, 47.55243146308071], [7.578072344734918, 47.55240600121227], [7.578103033111966, 47.552380602148496], [7.578133827903155, 47.55235526590522], [7.578164742393324, 47.55232999246653], [7.578195763297535, 47.55230478184815], [7.578236926241385, 47.552271572632954], [7.578278288688743, 47.552238471088685], [7.578319837354626, 47.55220547723103], [7.578361585547314, 47.55217260003767], [7.578403519981862, 47.552139839524266], [7.578445667204341, 47.55210718666502], [7.578487987407207, 47.55207465949503], [7.578530507089453, 47.552042231000975], [7.578573213036788, 47.55200992817981], [7.578616118510426, 47.5519777420216], [7.578659210225489, 47.551945672542125], [7.578702488158349, 47.55191371074749], [7.578745952356097, 47.55188187462492], [7.578789602795122, 47.5518501551804], [7.578833452760129, 47.55181855239785], [7.578877475681551, 47.55178706630898], [7.578921684867721, 47.5517557058913], [7.578966080295014, 47.55172446215091], [7.579010661963383, 47.551693335087606], [7.579055429896435, 47.551662333694914], [7.579100384070523, 47.55163144897881], [7.579145511224551, 47.55160068994892], [7.57919082464324, 47.55157005658896], [7.579236311018241, 47.55153953992103], [7.579281983657906, 47.551509148922655], [7.579327829277561, 47.551478883609605], [7.579373861138218, 47.55144873497197], [7.579420066002598, 47.551418721013], [7.579466457107997, 47.55138882372896], [7.579513007932547, 47.55135906113924], [7.579559744998162, 47.55132941522406], [7.579606655067667, 47.551299903986695], [7.579621296790719, 47.55129059573967], [7.57963600507415, 47.55128134137277], [7.579650793226334, 47.55127214986364], [7.57966567450817, 47.55126301220242], [7.579680622374144, 47.55125393741498], [7.579695650085164, 47.551244916491434], [7.579710757664972, 47.55123595842552], [7.579725945113582, 47.551227063217176], [7.579737471846161, 47.551220384899516], [7.579749025216318, 47.55121373352969], [7.579760645101625, 47.551207118053206], [7.579772291648254, 47.551200538518266], [7.579783978140842, 47.55119399490877], [7.579795717863993, 47.5511874872086], [7.579807497509349, 47.55118100644016], [7.579819317124443, 47.55117457059089], [7.579836854033842, 47.551164962016514], [7.579854457526245, 47.55115541631507], [7.579872140886275, 47.551145933470366], [7.579889904113945, 47.551136513482426], [7.579907733948462, 47.55112716536103], [7.579925643650667, 47.551117880096314], [7.579943633244373, 47.551108666681955], [7.579961689421244, 47.55109951614033], [7.579979825465887, 47.55109042845525], [7.579998041402108, 47.55108141262044], [7.580016310660808, 47.55107246866807], [7.580034673071942, 47.55106358755605], [7.580053088781814, 47.5510547693327], [7.580071584383413, 47.55104602295949], [7.580090146592208, 47.551037348452475], [7.580108788692796, 47.551028745795485], [7.580127484092288, 47.55102020602701], [7.580146259383656, 47.551011738108606], [7.580165101258559, 47.551003333062475], [7.580184009764686, 47.55099500887613], [7.580202971569876, 47.55098674757822], [7.580222013267107, 47.550978558130126], [7.580241121571874, 47.55097044054799], [7.580260296460378, 47.55096238583804], [7.580279537980351, 47.550954411987696], [7.580298832823451, 47.55094651001935], [7.580318194250433, 47.550938670923095], [7.580337622309037, 47.55093091268633], [7.580357116951618, 47.55092321732163], [7.580376664941389, 47.55091560283245], [7.580396279515227, 47.5509080512153], [7.580415947436383, 47.550900580473666], [7.580771820948812, 47.55075312630879], [7.581218896106498, 47.550567911689235], [7.581371273283365, 47.550504777957876], [7.582560655722845, 47.550044895052295], [7.58276942632547, 47.5499637203066], [7.582708825860348, 47.54989081989466], [7.582653441572357, 47.54983588252718], [7.58275913511386, 47.54978795909002], [7.582813328957994, 47.54976601026986], [7.583011366973592, 47.54968579269598], [7.583076733743087, 47.549659324041734], [7.583278841990193, 47.54958134040814], [7.583249441910125, 47.54956095206553], [7.583203072534673, 47.54952876696636], [7.583156689931282, 47.54949658186471], [7.583116176720438, 47.54946846364114], [7.583110241060552, 47.54946443280135], [7.583063341411078, 47.549432590065216], [7.583016455077725, 47.549400738299575], [7.582969568800645, 47.54936888651464], [7.58292266931998, 47.54933704372045], [7.582875783155445, 47.54930519189677], [7.582828897047187, 47.549273340053745], [7.582781997735341, 47.54924149720153], [7.582735111739619, 47.54920964531982], [7.582688212516076, 47.54917779343515], [7.582641326657145, 47.549145950508475], [7.582594440806009, 47.54911408957498], [7.582547555059609, 47.54908224660958], [7.582512314239858, 47.54905830375945], [7.582418389470379, 47.54899186584115], [7.582424902647203, 47.54898840420474], [7.582490817134592, 47.54895341811002], [7.582637253442295, 47.54884712895615], [7.582705095153477, 47.548812644007036], [7.582721655849926, 47.54881096868715], [7.582741198423868, 47.54872294960029], [7.582741132384101, 47.54871816500246], [7.582740893676815, 47.548713389611876], [7.582740468993815, 47.548708614451186], [7.582739858359406, 47.54870384851409], [7.582739075081875, 47.54869910077797], [7.582738280751943, 47.54869518048125], [7.582921768439215, 47.54860003338407], [7.582909478377837, 47.548589319041454], [7.582890464727024, 47.548572982925016], [7.582871278615128, 47.54855672796267], [7.582851920115048, 47.548540581135384], [7.582832389178275, 47.548524524455736], [7.582812699088807, 47.548508557907105], [7.582792836587013, 47.5484926904996], [7.582772801672938, 47.54847692223319], [7.582752607606293, 47.54846124409759], [7.582732241151705, 47.54844567409658], [7.582711715544606, 47.54843019422624], [7.58269103083353, 47.5484148224739], [7.582670173710347, 47.54839954986219], [7.582649157458981, 47.548384376374564], [7.582627982079452, 47.548369302011004], [7.582606647596008, 47.54835433576513], [7.582585153984433, 47.54833946864311], [7.582563514552843, 47.54832470962217], [7.582541702733465, 47.54831005873504], [7.58251974506985, 47.54829550695517], [7.582497641610416, 47.54828107226985], [7.582475365738988, 47.548266736724315], [7.582452957331373, 47.54825250926312], [7.582430389844024, 47.548238398912616], [7.582407676536581, 47.548224396662604], [7.582384817409021, 47.548210502513044], [7.582361812461311, 47.548196716463806], [7.582338648409582, 47.548183038531214], [7.582315351869879, 47.54816948666987], [7.582291922793772, 47.54815604289224], [7.582268334613533, 47.54814270723095], [7.581086580064802, 47.54745244712612], [7.57933078981208, 47.54642723969496], [7.579319255550439, 47.546420589234124], [7.579307800850114, 47.54641388471355], [7.579296425687431, 47.546407117139495], [7.579285116802668, 47.54640029552183], [7.579273887479239, 47.54639341984444], [7.579262724433743, 47.546386490123396], [7.579251640925924, 47.546379497348966], [7.579240637003114, 47.54637245950864], [7.579229699334592, 47.54636535863104], [7.579218841251088, 47.54635821268761], [7.579208075988666, 47.54635100367484], [7.579197377027865, 47.54634374961232], [7.579186757604763, 47.54633643249651], [7.579176217766671, 47.54632907031498], [7.57916575748993, 47.54632165407398], [7.579155376774531, 47.546314183773546], [7.579145075644135, 47.54630666840737], [7.579134867358458, 47.54629909896582], [7.579124738634119, 47.54629147546488], [7.579114689494745, 47.546283806898295], [7.579104719916704, 47.546276084272414], [7.579094843206988, 47.54626831656495], [7.579085046058585, 47.54626049479816], [7.579075328495119, 47.54625262796578], [7.579065703799949, 47.546244716051945], [7.579056158666053, 47.54623675007882], [7.579046706400429, 47.54622873902425], [7.579037333719691, 47.54622068290422], [7.579028053907181, 47.54621258170273], [7.579018866939271, 47.54620442642609], [7.579009759579823, 47.54619623507782], [7.579000758348288, 47.5461879896384], [7.578991823441828, 47.54617970814341], [7.578982994686858, 47.54617138155104], [7.578974245516664, 47.54616300989336], [7.578965602497908, 47.546154593138425], [7.578957039063886, 47.546146131318174], [7.578948568521532, 47.54613763341042], [7.57894019084721, 47.54612909042142], [7.578931906040894, 47.54612050235121], [7.578923727409494, 47.54611187817756], [7.578915628362719, 47.54610320893877], [7.578907622207475, 47.546094503612494], [7.578899722227066, 47.5460857621829], [7.578891901831201, 47.54607697568813], [7.578884187610101, 47.54606815309003], [7.578876566280425, 47.54605929440459], [7.578869037818528, 47.546050390638115], [7.578861615554896, 47.54604145976204], [7.57885428615898, 47.546032483804986], [7.578847049677945, 47.546023480754386], [7.578839919347882, 47.546014432606825], [7.57883288193262, 47.546005357365765], [7.578825937384948, 47.54599623704376], [7.578819099035317, 47.54598708961232], [7.57881236686009, 47.54597790607772], [7.57880572759952, 47.54596869544969], [7.57879918120639, 47.545959439740784], [7.57879274103473, 47.54595016591624], [7.578786407013725, 47.54594084699489], [7.578780165930796, 47.54593150997388], [7.578774030998451, 47.545922127856116], [7.578768002287386, 47.545912727622756], [7.578762066467111, 47.54590329130236], [7.578756314964338, 47.54589322519646], [7.578750682918927, 47.5458831229716], [7.578745183637669, 47.545872993605606], [7.578739817096924, 47.54586282810471], [7.578734583320203, 47.545852635462694], [7.57872946900059, 47.5458424067018], [7.578724500728134, 47.54583215078385], [7.578719651936229, 47.54582186774079], [7.578714935908084, 47.5458115575567], [7.578710352643611, 47.54580122023155], [7.578705902142761, 47.54579085576537], [7.578701597688695, 47.54578046414224], [7.578697412738411, 47.5457700543878], [7.578693360527962, 47.54575960849867], [7.578689441104402, 47.54574914446228], [7.578685654467661, 47.54573866227868], [7.578682105516725, 47.545727640183394], [7.578678662809575, 47.54571660896658], [7.578675313062925, 47.545705568644195], [7.578672056253145, 47.54569451022248], [7.578668892380183, 47.54568343370148], [7.578665821467546, 47.545672348074945], [7.578662843515174, 47.545661253342864], [7.578659958523011, 47.54565014950525], [7.578657179750664, 47.545639027552426], [7.578654493961973, 47.545627905487784], [7.578651901109755, 47.545616765323906], [7.578649401217511, 47.545605616054544], [7.578647007568398, 47.54559445766374], [7.57864469357238, 47.54558328118961], [7.57864248584293, 47.5455721045878], [7.578640371073222, 47.545560918880504], [7.578638349263201, 47.5455497240677], [7.578636433719559, 47.545538529127235], [7.57863461111192, 47.545527316087565], [7.578632881487354, 47.545516102936176], [7.578631244822226, 47.54550488067933], [7.578629714399674, 47.54549364930103], [7.578628263676829, 47.54548241782702], [7.578626919196424, 47.545471177231555], [7.578625680958401, 47.54545992751471], [7.578624522419917, 47.54544867770213], [7.578623470147241, 47.545437427761904], [7.578622510833599, 47.5454261687162], [7.578621644502475, 47.545414909558815], [7.578620884413423, 47.545403641280096], [7.578620217306772, 47.54539237288962], [7.578619643182453, 47.545381104387474], [7.578618852331053, 47.5453580902842], [7.578617862256807, 47.54533508541373], [7.578616672936406, 47.545312080782274], [7.578615271110537, 47.545289085399546], [7.57861367003905, 47.54526609025582], [7.578611869769306, 47.545243113338564], [7.578609870254465, 47.545220136660326], [7.578607671494768, 47.54519716022109], [7.578605273537592, 47.54517420200832], [7.578602663076549, 47.54515125304418], [7.578599853394992, 47.54512831331278], [7.578596844516734, 47.54510539180778], [7.578593636418478, 47.545082479535424], [7.578590229100484, 47.545059576495724], [7.578586609303485, 47.54503669169833], [7.578582803570334, 47.545013816117645], [7.57840324906979, 47.54423911025494], [7.578349442845133, 47.54404709475776], [7.578295584198022, 47.54381961683866], [7.578282891848954, 47.54376599317927], [7.578100359887857, 47.543796583646994], [7.577834192422019, 47.54381437664185], [7.577688266379293, 47.543824129144895], [7.577493282115695, 47.543837159673124], [7.576759905670244, 47.54388618345654], [7.576613421518497, 47.54389599822185], [7.576559940859401, 47.54389958705699], [7.576319722638299, 47.54391568202156]]], ""type"": ""Polygon""}";47.54853034817656, 7.578295371202977
2024-01-31;Clara;13;Claramatte;132;Basel;3335;2024;1;"{""coordinates"": [[[7.594609010206709, 47.56196032349616], [7.594608083248699, 47.561961403982906], [7.594596245098905, 47.5619753510953], [7.594584526686231, 47.56198935200853], [7.594572954585352, 47.56200340668705], [7.594561515509033, 47.56201751514858], [7.594550209431087, 47.56203166839959], [7.594539049638906, 47.56204586642235], [7.594528009584203, 47.56206011824609], [7.594517115815427, 47.56207441484161], [7.594506355071594, 47.56208876522041], [7.594495727300272, 47.56210315139514], [7.594485245841396, 47.562117591335486], [7.594474897381462, 47.56213207606555], [7.594464681920537, 47.56214660558534], [7.59445461274607, 47.562161179877165], [7.594444676570799, 47.56217579895879], [7.594273382648725, 47.562397093406105], [7.594102913624071, 47.56262380969089], [7.593942251209898, 47.56283745376219], [7.59389310447335, 47.56290279562776], [7.593518964096196, 47.56340144626521], [7.593459827032269, 47.563504511846695], [7.593326788289519, 47.56346256194616], [7.592460306053707, 47.5631893645076], [7.592113742222384, 47.56308008007726], [7.591970183520739, 47.56303409529559], [7.591953451651489, 47.56306090058651], [7.591936826143424, 47.56308773271595], [7.59192032031009, 47.563114600660214], [7.591903920864051, 47.563141504436814], [7.591887654354808, 47.56316843501716], [7.591871494233143, 47.563195401429894], [7.591855440473378, 47.56322239468146], [7.591839519676695, 47.563249423730525], [7.591823705268017, 47.56327648861222], [7.5918080105093, 47.563303580315356], [7.591792435400703, 47.563330698839984], [7.59177696668054, 47.56335785319733], [7.591761617610807, 47.56338503437626], [7.591746401479314, 47.56341224235937], [7.591731278449037, 47.56343948619277], [7.591716288357323, 47.56346675683046], [7.591520914689901, 47.563827265388426], [7.591516113787894, 47.56383515017664], [7.591511445890888, 47.563843079758755], [7.591506924235209, 47.56385103612999], [7.59150256216018, 47.56385903726031], [7.59149833306457, 47.563867074190846], [7.591494250236206, 47.56387514690429], [7.59149032696292, 47.56388325538316], [7.591486536643478, 47.56389139066863], [7.591482905879245, 47.563899561719566], [7.591479421356755, 47.56390775955974], [7.591476096363859, 47.56391598417175], [7.591472904325048, 47.56392423559044], [7.591469871815961, 47.56393251378095], [7.591466998836673, 47.56394081874332], [7.591464272099453, 47.563949150494985], [7.591461691578624, 47.56395750004228], [7.591459270562054, 47.56396586736779], [7.591456995787759, 47.56397426148263], [7.591454880517869, 47.563982673375676], [7.591452911438907, 47.563991094070715], [7.591451101890225, 47.56399954153767], [7.591449451820434, 47.56400799778923], [7.591447947941779, 47.564016462842744], [7.591446603567891, 47.56402494567453], [7.591445418673109, 47.564033437290945], [7.59144437996969, 47.56404193770937], [7.591443500745522, 47.564050446912404], [7.591442767712855, 47.56405896491742], [7.591442207421676, 47.56406748269599], [7.591441793322153, 47.564076009276555], [7.591441538702178, 47.56408454464178], [7.591441430222536, 47.56409307082165], [7.591441497779024, 47.564102747965684], [7.59144177794091, 47.56411242483093], [7.591442244106903, 47.56412209245863], [7.591442922878521, 47.56413175980759], [7.591443800942296, 47.56414141790149], [7.591444865036241, 47.56415107575151], [7.591446141658923, 47.564160706341696], [7.591447617599833, 47.564170336670585], [7.591450955301069, 47.564185117954594], [7.591454080475664, 47.564199926498155], [7.591457019673414, 47.56421475327283], [7.591459772868433, 47.56422958928494], [7.591462326798438, 47.56424444354562], [7.591464668175385, 47.564259316072224], [7.591466836836988, 47.56427419781891], [7.591468792945212, 47.564289097831576], [7.591654425718918, 47.56434487610348], [7.592506016789369, 47.564600768257506], [7.592618045688832, 47.564632224204686], [7.592721310783094, 47.56466120936563], [7.593985640160217, 47.56503585479301], [7.594059958255313, 47.56505787123933], [7.594211175008269, 47.565102754946324], [7.595489518644259, 47.56548214987158], [7.595549630990843, 47.56550352793778], [7.595643969840142, 47.56553708231557], [7.597566386264962, 47.56611044244097], [7.59772462237977, 47.56616773228625], [7.597728173224404, 47.566159768009605], [7.597731843716682, 47.566151821556886], [7.597735660513655, 47.566143919872836], [7.597739610246513, 47.56613603599453], [7.597743692968807, 47.56612818790936], [7.597747908680492, 47.5661203756172], [7.597752257354705, 47.56611259012444], [7.597756739018203, 47.56610484042478], [7.598378638481443, 47.565111147276035], [7.598390121722265, 47.565094151411664], [7.598401511858457, 47.56507712869257], [7.598412835466233, 47.5650600790823], [7.598424065969496, 47.56504300261734], [7.598439065713072, 47.56501995815322], [7.598453919140381, 47.564996868918996], [7.59846862625158, 47.56497373491483], [7.59848317375878, 47.56495055615899], [7.598497574950182, 47.56492733263329], [7.59851181653792, 47.56490406435594], [7.598525911837128, 47.564880760302586], [7.598539847533011, 47.564857411497734], [7.598553636913756, 47.56483401792322], [7.598567266718459, 47.56481058859106], [7.598580750208361, 47.56478711448931], [7.598594087410572, 47.564763604611755], [7.598607251722321, 47.5647400500013], [7.59862028303472, 47.56471645959683], [7.598633141483981, 47.564692833453215], [7.59864585361929, 47.56466916254027], [7.598658406179817, 47.56464545587006], [7.5986708124537, 47.56462171342429], [7.598683059126198, 47.56459792622764], [7.598695146251424, 47.56457411226749], [7.598707087090551, 47.56455026253194], [7.598718855040904, 47.564526368063916], [7.598730476732495, 47.56450244681427], [7.598741952138535, 47.56447848978943], [7.598753254683357, 47.564454497025864], [7.598764410942993, 47.56443046848716], [7.598775407656705, 47.56440641318531], [7.598786244797702, 47.56438232212664], [7.598796922366179, 47.564358195311186], [7.598807440389327, 47.56433404173271], [7.59881781212823, 47.5643098523793], [7.598828011034312, 47.5642856362812], [7.598838960672982, 47.564259197703024], [7.598849724162681, 47.5642327234047], [7.598860301503655, 47.56420621338619], [7.598870679408323, 47.56417966766583], [7.59920180676944, 47.56364272789171], [7.599296411694879, 47.56349128724527], [7.598790698329588, 47.56332890038475], [7.597926236518147, 47.563051316102225], [7.597907948107304, 47.56304530631732], [7.596817167843239, 47.562686710667045], [7.596743217155813, 47.562662393083905], [7.595728117585456, 47.56232850710338], [7.594860529364072, 47.56204307057004], [7.594609010206709, 47.56196032349616]]], ""type"": ""Polygon""}";47.5640467573854, 7.595633904896014
